Intent,User_Query,Response,Language,Category,Action_Required,User_Query_Normalized,Keywords
fayoum_attractions,Trip to مدينة كرانبس kindly,"You can find all details about مدينة كرانبس, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,trip to مدينه كرانبس kindly,"trip, to, مدينة, كرانبس, kindly"
fayoum_hotels,حجز فندق كوم الدكة الآن,لحجز إقامتك في فندق كوم الدكة، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,حجز فندق كوم الدكه الان,"حجز, فندق, كوم, الدكة, الآن"
fayoum_attractions,Ticket prices for بحيرة قارون?,"You can find all details about بحيرة قارون, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,ticket prices for بحيره قارون,"ticket, prices, for, بحيرة, قارون"
fayoum_hotels,رقم تليفون فندق أوبرج الفيوم,لحجز إقامتك في فندق أوبرج الفيوم، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,رقم تليفون فندق اوبرج الفيوم,"رقم, تليفون, فندق, أوبرج, الفيوم"
fayoum_attractions,Location of ماجيك ليك on map,"You can find all details about ماجيك ليك, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,location of ماجيك ليك on map,"location, of, ماجيك, ليك, on, map"
fayoum_hotels,How to reach أوبرج الفيوم hotel?,"To book your stay at فندق أوبرج الفيوم, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,how to reach اوبرج الفيوم hotel,"how, to, reach, أوبرج, الفيوم, hotel"
fayoum_emergency,I'm in trouble in Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,im in trouble in fayoum,"i, m, in, trouble, in, fayoum"
fayoum_hotels,ممكن تفاصيل عن فندق كوم الدكة؟,لحجز إقامتك في فندق كوم الدكة، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,ممكن تفاصيل عن فندق كوم الدكه,"ممكن, تفاصيل, عن, فندق, كوم, الدكة"
fayoum_emergency,النجدة الفيوم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,النجده الفيوم,"النجدة, الفيوم"
fayoum_emergency,Emergency report Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,emergency report fayoum,"emergency, report, fayoum"
fayoum_attractions,Location of شلالات الفيوم on map,"You can find all details about شلالات الفيوم, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,location of شلالات الفيوم on map,"location, of, شلالات, الفيوم, on, map"
fayoum_hotels,Book كوم الدكة now,"To book your stay at فندق كوم الدكة, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,book كوم الدكه now,"book, كوم, الدكة, now"
fayoum_hotels,Book أوبرج الفيوم now,"To book your stay at فندق أوبرج الفيوم, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,book اوبرج الفيوم now,"book, أوبرج, الفيوم, now"
fayoum_attractions,أنشطة في بحيرة قارون,يمكنك معرفة كافة التفاصيل عن بحيرة قارون والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,انشطه في بحيره قارون,"أنشطة, في, بحيرة, قارون"
fayoum_emergency,Fayoum police quickly,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,fayoum police quickly,"fayoum, police, quickly"
fayoum_attractions,أنشطة في بحيرة قارون,يمكنك معرفة كافة التفاصيل عن بحيرة قارون والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,انشطه في بحيره قارون,"أنشطة, في, بحيرة, قارون"
fayoum_attractions,عايز أزور قصر قارون,يمكنك معرفة كافة التفاصيل عن قصر قارون والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,عايز ازور قصر قارون,"عايز, أزور, قصر, قارون"
fayoum_emergency,تليفون المطافئ الفيوم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,تليفون المطافئ الفيوم,"تليفون, المطافئ, الفيوم"
fayoum_hotels,Prices for كوم الدكة hotel please,"To book your stay at فندق كوم الدكة, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,prices for كوم الدكه hotel please,"prices, for, كوم, الدكة, hotel, please"
fayoum_attractions,صور من وادي الريان,يمكنك معرفة كافة التفاصيل عن وادي الريان والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,صور من وادي الريان,"صور, من, وادي, الريان"
fayoum_emergency,Ambulance number in Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,ambulance number in fayoum,"ambulance, number, in, fayoum"
fayoum_attractions,صور من قرية تونس,يمكنك معرفة كافة التفاصيل عن قرية تونس والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,صور من قريه تونس,"صور, من, قرية, تونس"
fayoum_emergency,بلاغ طوارئ الفيوم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,بلاغ طوارئ الفيوم,"بلاغ, طوارئ, الفيوم"
fayoum_emergency,حادث في طريق الفيوم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,حادث في طريق الفيوم,"حادث, في, طريق, الفيوم"
fayoum_emergency,Nearest hospital in Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,nearest hospital in fayoum,"nearest, hospital, in, fayoum"
fayoum_hotels,أسعار الإقامة في أوبرج الفيوم,لحجز إقامتك في فندق أوبرج الفيوم، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,اسعار الاقامه في اوبرج الفيوم,"أسعار, الإقامة, في, أوبرج, الفيوم"
fayoum_hotels,ممكن أسعار فندق كوم الدكة؟,لحجز إقامتك في فندق كوم الدكة، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,ممكن اسعار فندق كوم الدكه,"ممكن, أسعار, فندق, كوم, الدكة"
fayoum_emergency,Nearest hospital in Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,nearest hospital in fayoum,"nearest, hospital, in, fayoum"
fayoum_hotels,Details about زاد المسافر hotel,"To book your stay at فندق زاد المسافر, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,details about زاد المسافر hotel,"details, about, زاد, المسافر, hotel"
fayoum_attractions,Information about ماجيك ليك please,"You can find all details about ماجيك ليك, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,information about ماجيك ليك please,"information, about, ماجيك, ليك, please"
fayoum_attractions,أفضل وقت لزيارة وادي الحيتان,يمكنك معرفة كافة التفاصيل عن وادي الحيتان والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,افضل وقت لزياره وادي الحيتان,"أفضل, وقت, لزيارة, وادي, الحيتان"
fayoum_hotels,فندق أوبرج الفيوم متاح؟,لحجز إقامتك في فندق أوبرج الفيوم، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,فندق اوبرج الفيوم متاح,"فندق, أوبرج, الفيوم, متاح"
fayoum_emergency,بلاغ طوارئ الفيوم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,بلاغ طوارئ الفيوم,"بلاغ, طوارئ, الفيوم"
fayoum_emergency,طوارئ الفيوم من فضلك,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,طوارئ الفيوم من فضلك,"طوارئ, الفيوم, من, فضلك"
fayoum_emergency,Fire department Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,fire department fayoum,"fire, department, fayoum"
